,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
128790,0,0.7305192490000002,29,0,0.103490592,7333.0,5,0,0,0,0.0
39045,0,0.0279000909999999,37,0,0.2333111129999999,10500.0,20,0,2,0,0.0
2787,0,0.4674797889999999,44,0,0.553868937,2700.0,8,0,2,0,0.0
55805,0,0.812749004,39,2,0.7386306849999998,2000.0,6,1,1,2,1.0
148708,0,0.3750085029999999,28,0,0.159951713,6626.0,4,0,0,0,1.0
119916,0,0.106446777,27,0,0.2067468269999999,2993.0,15,0,0,0,0.0
80632,0,0.226378875,58,0,1504.0,,10,0,2,0,0.0
118147,0,0.5610136639999999,54,0,0.220194951,4000.0,7,0,0,0,2.0
137746,1,0.613409415,49,0,0.31351461,4927.0,6,1,1,1,0.0
11498,0,0.050639599,34,1,0.267224028,6458.0,7,0,1,0,2.0
73628,0,0.009297329,68,0,0.1589034249999999,12000.0,11,0,2,0,0.0
24096,0,0.0,82,1,0.0,,8,0,0,0,0.0
73415,0,0.272151731,45,0,0.2704902149999999,5160.0,6,0,0,0,3.0
85907,0,0.0754312959999999,85,0,56.0,,4,0,0,0,0.0
133966,0,0.877462872,74,3,0.515810662,15400.0,12,0,1,0,0.0
123014,0,0.176623377,51,1,1.159520516,2168.0,9,0,2,0,0.0
93586,0,0.0,69,0,0.0,,5,0,0,0,0.0
99850,0,0.055519563,57,1,1620.0,,16,0,1,1,0.0
14805,0,0.48230118,45,0,0.302855238,9000.0,7,0,1,0,0.0
131368,0,0.416664358,46,0,0.660667866,5000.0,9,0,1,0,1.0
69496,0,0.7428925849999999,59,1,0.4867054659999999,8762.0,17,1,3,0,3.0
89222,0,0.301856441,52,2,0.528588565,2500.0,16,0,0,0,0.0
43699,0,0.021079984,63,0,0.4335833120000001,11600.0,8,0,2,0,0.0
32981,0,0.001199977,81,0,1.0,,6,0,0,0,0.0
149099,0,2.229007634,34,1,0.095301566,3000.0,2,15,0,0,0.0
35876,0,0.026331139,43,0,0.1774592189999999,4045.0,2,0,0,0,1.0
67579,0,0.01849013,50,0,0.426735219,3500.0,9,0,1,0,0.0
138396,0,0.3760235459999999,49,0,0.28236642,9600.0,6,0,2,0,2.0
117436,0,0.204959533,73,0,0.381687423,5700.0,10,0,2,0,0.0
103991,0,0.154623077,35,0,0.37863864,18172.0,24,0,4,0,3.0
17856,0,0.9999999,28,0,0.146953405,5300.0,4,0,0,0,0.0
67312,0,0.007749785,62,0,0.0417958199999999,10000.0,9,0,0,0,0.0
53337,0,0.335932813,43,0,0.320559813,3000.0,4,0,1,0,0.0
70047,0,0.002370587,37,0,0.038457324,9126.0,3,0,0,0,2.0
71223,0,0.3664649039999999,64,0,0.236576445,6834.0,10,0,1,0,0.0
84346,0,0.094859229,59,0,0.343627834,5115.0,11,0,2,0,0.0
112978,1,0.6387662129999999,37,0,0.227444475,10850.0,12,0,2,0,3.0
68207,0,0.237715579,53,0,0.537123144,6666.0,6,0,2,0,1.0
31376,0,0.0871275769999999,52,0,0.1662231959999999,6388.0,8,0,0,0,1.0
126508,0,0.1167923659999999,84,0,0.434521826,3000.0,10,0,2,0,0.0
38608,0,0.0600791649999999,57,0,0.7058431459999999,4500.0,7,0,2,0,1.0
37394,0,0.2881947659999999,49,0,0.167833167,7000.0,11,0,0,0,0.0
71662,0,0.0241613359999999,61,1,0.416083417,7000.0,9,0,1,0,0.0
93975,0,0.001611066,79,0,0.000387447,2580.0,2,0,0,0,0.0
127717,0,0.577363418,30,0,0.249410756,4666.0,7,0,0,0,0.0
13108,0,1.602794411,31,1,0.262495969,3100.0,4,1,0,1,0.0
30532,0,0.0097814619999999,37,0,0.3412259929999999,3800.0,4,0,2,0,0.0
95735,0,0.3295488039999999,57,2,0.557740377,6000.0,14,0,1,0,1.0
102945,0,0.157426748,68,0,0.420166539,27500.0,21,0,3,0,2.0
309,0,0.948762809,27,0,0.144948404,4166.0,5,0,0,0,0.0
14877,0,0.116444144,42,0,0.131081982,4500.0,4,0,0,0,2.0
124775,0,0.45606057,47,0,0.3791640670000001,8014.0,13,0,2,0,0.0
32097,0,0.0623085369999999,54,0,0.2769877179999999,12375.0,8,0,3,0,0.0
124016,0,0.021266791,67,0,0.176145908,4166.0,7,0,1,0,0.0
50297,0,0.386665333,52,0,0.308152022,10708.0,11,0,1,0,1.0
137823,0,0.1538786969999999,64,1,0.386778026,8500.0,12,0,1,1,0.0
28032,0,0.0283565159999999,38,0,265.0,,7,0,0,0,0.0
35918,0,0.110288971,66,0,5979.0,,6,0,4,0,1.0
81294,0,0.001886321,58,0,0.219972155,7900.0,23,1,2,0,0.0
47939,1,0.81625356,37,0,0.8143642729999998,6000.0,5,0,2,0,3.0
141456,0,0.566697907,40,0,0.123153829,4400.0,7,0,0,0,2.0
101103,0,0.0355728589999999,49,0,0.31590949,5700.0,18,0,3,0,1.0
42414,0,0.0041950399999999,35,0,0.413711021,4200.0,18,0,1,0,4.0
53342,0,0.620189905,39,0,0.156333631,4483.0,4,0,0,0,3.0
36103,0,0.041268337,54,0,0.0368014539999999,2200.0,16,0,0,0,0.0
140381,0,0.100974163,59,0,0.4796579779999999,7250.0,11,0,2,0,0.0
134072,0,0.9999999,54,2,0.4588949219999999,15654.0,10,0,2,0,3.0
59621,0,0.1062253799999999,41,0,0.4186487059999999,4750.0,12,0,3,0,2.0
95798,0,0.099075898,52,0,0.225474255,3689.0,9,0,0,0,1.0
141712,0,0.0546803699999999,43,0,0.472133356,5938.0,15,0,3,0,3.0
4081,1,1.201451906,57,2,1906.0,,9,4,1,1,0.0
9367,1,0.9999999,49,2,0.6366752359999999,3500.0,2,1,2,1,0.0
24413,0,0.171363811,73,0,2597.0,,6,0,1,0,0.0
12800,0,0.0008887899999999,56,0,0.2735251639999999,9000.0,5,0,2,0,0.0
119891,0,0.0,37,0,0.6280087529999999,2741.0,9,0,1,0,0.0
134111,0,0.9999999,69,1,526.0,,1,0,1,0,0.0
29934,0,0.9950062420000002,38,1,0.28388897,6808.0,9,0,1,0,0.0
118689,0,0.041264907,40,0,0.6980603879999999,5000.0,15,0,2,0,2.0
130399,0,0.372208205,49,0,0.4870425319999999,5054.0,12,0,1,0,0.0
144187,0,0.012317902,67,0,0.0505519119999999,6250.0,5,0,0,0,0.0
41675,0,0.351543712,56,0,0.509310919,13800.0,26,0,3,0,0.0
148834,0,0.100379937,48,0,0.319912733,10083.0,7,0,3,0,0.0
101632,1,0.5113954419999999,30,0,0.2055442869999999,1478.0,2,0,0,0,0.0
121800,0,0.059097978,24,0,0.641900122,820.0,4,0,0,0,0.0
121809,0,0.060206228,31,0,0.0086239219999999,8000.0,5,0,0,0,2.0
44244,0,0.9999999,65,0,0.0422751729999999,1300.0,2,0,0,0,0.0
94791,0,0.4356609619999999,38,0,0.223184623,8427.0,14,0,0,0,5.0
39819,0,0.98920072,55,0,0.822496263,2675.0,5,0,1,0,0.0
98918,0,0.8354771159999999,40,3,0.488126649,7200.0,10,0,2,0,2.0
100052,0,0.002418898,50,0,0.222372423,5917.0,28,0,1,0,0.0
125256,0,0.9999999,54,0,0.087728068,4000.0,1,0,0,0,0.0
54720,0,0.144218661,39,0,0.605403656,6180.0,10,0,2,0,3.0
120413,0,0.009797732,54,0,0.0022911889999999,4800.0,5,0,0,0,0.0
109412,0,0.0043997799999999,73,0,0.0002896509999999,24166.0,3,0,0,0,0.0
141864,1,0.165407637,54,0,0.260676779,4284.0,16,0,1,0,3.0
111426,0,0.0662069269999999,52,0,0.143367256,5600.0,15,0,1,0,1.0
12280,0,0.05606598,46,0,0.1584867929999999,12000.0,6,0,2,0,1.0
90283,0,1.016897081,22,1,0.131381649,2800.0,3,0,0,0,0.0
107647,1,1.065800162,70,2,624.0,,4,1,0,0,0.0
29373,0,0.27803186,53,0,0.485423645,8060.0,10,0,2,0,5.0
49529,0,0.1420227289999999,45,0,1.608380755,3865.0,9,0,2,0,0.0
80097,0,0.0570742279999999,63,0,0.315124724,3166.0,8,0,0,0,0.0
115876,1,0.9999999,29,2,0.005448449,2385.0,0,2,0,0,0.0
119346,1,0.2631828199999999,50,1,0.512986221,8200.0,13,0,2,0,4.0
32487,0,0.9999999,25,1,0.1325435019999999,2700.0,1,0,0,0,0.0
60522,0,0.014494521,43,0,0.354481003,5500.0,7,0,1,0,0.0
89010,1,0.783038063,52,1,0.3832545869999999,9100.0,10,0,2,0,1.0
1328,0,0.011753293,63,0,0.104972376,3800.0,3,0,1,0,0.0
128372,0,0.02118234,53,0,0.0060593399999999,4785.0,6,0,0,0,2.0
111997,0,0.352905081,46,0,0.185251506,12285.0,12,0,1,0,0.0
48249,0,0.2049941429999999,53,0,0.0342539229999999,55000.0,4,0,1,0,1.0
103560,0,0.1473224109999999,39,0,0.2136279929999999,3800.0,8,0,0,0,0.0
111381,0,0.060840439,60,0,111.0,,7,0,0,0,0.0
119439,0,0.037428845,61,0,0.3699973839999999,7645.0,9,0,2,0,0.0
27657,0,0.0,51,0,1325.0,,3,0,1,0,0.0
54848,0,0.199382051,33,0,1299.0,,5,0,1,0,0.0
113119,0,0.0421889859999999,61,0,1466.0,,8,0,1,0,0.0
81885,0,0.0,47,0,3.0,,2,0,0,1,0.0
130237,0,0.035498728,50,0,0.321893949,7750.0,9,0,3,0,2.0
73633,0,0.016768586,50,0,0.3673469389999999,7839.0,10,0,3,0,1.0
125443,0,0.0523129879999999,45,0,0.090988626,8000.0,6,0,0,0,2.0
106922,1,0.6105599,45,1,0.289816815,12500.0,10,0,1,0,4.0
1187,0,0.544761241,58,0,0.592103062,5976.0,13,0,2,0,1.0
140178,0,0.0302856529999999,53,0,0.234811392,14500.0,13,0,2,0,5.0
52010,0,0.689613851,36,0,0.361927614,5000.0,12,0,1,0,0.0
149080,0,0.9999999,43,0,0.232511659,1500.0,5,0,1,0,1.0
99034,0,0.0422454729999999,67,0,0.1862193199999999,4440.0,9,0,1,0,0.0
127507,0,0.3889221159999999,68,0,0.455734845,4585.0,9,0,1,0,0.0
120904,0,0.0,84,0,0.0,,2,0,0,0,0.0
17136,0,0.0139376859999999,63,0,0.003570154,2800.0,8,0,0,0,0.0
47411,0,0.1209065909999999,59,0,0.005201403,8266.0,2,0,0,0,0.0
35782,0,0.502049795,49,0,0.433473469,8800.0,8,0,2,0,1.0
102386,0,0.9999999,61,1,0.674706544,6218.0,5,0,1,0,0.0
94947,0,0.169468121,36,0,3949.0,1.0,4,0,2,0,0.0
68708,0,0.129618339,25,2,1341.0,,9,0,0,0,0.0
111219,0,0.097809721,50,0,0.2245801809999999,10837.0,11,0,2,0,0.0
118879,0,0.0412249709999999,49,0,0.364898639,3600.0,10,0,1,0,1.0
27381,0,0.039691267,39,0,0.1266582229999999,15000.0,11,0,1,0,2.0
56032,0,0.0,61,0,0.0,1892.0,7,0,0,0,0.0
70119,0,0.4285989000000001,40,0,0.667416573,2666.0,9,0,1,0,0.0
96136,0,0.057207515,44,0,3492.0,,6,0,1,0,0.0
141158,0,0.8617046099999999,52,0,0.7056413859999999,8543.0,11,0,1,0,1.0
146837,0,0.009711473,51,0,0.430696163,8000.0,19,0,1,0,0.0
5263,0,0.9999999,59,0,0.309588603,6246.0,5,0,1,0,0.0
42669,0,0.018822976,44,0,1354.0,,3,0,1,0,0.0
21795,0,0.019974103,42,0,0.0803892809999999,7500.0,10,0,0,0,1.0
15989,0,0.9999999,34,1,473.0,,3,2,0,0,0.0
7428,0,1.048279811,57,2,0.7402568149999998,4438.0,12,0,2,2,0.0
134400,1,0.613650413,35,0,0.25934813,5000.0,8,0,0,1,2.0
38175,0,0.115185076,49,1,0.315228257,3000.0,9,0,1,1,0.0
103165,0,0.0,69,2,0.300485576,3500.0,12,0,1,0,0.0
56394,0,0.1191702709999999,55,0,0.354306659,8184.0,9,0,1,0,0.0
118550,0,0.9999999,52,0,0.099374022,7667.0,4,0,0,0,2.0
61220,0,0.006581579,53,0,2646.0,,4,0,1,0,0.0
117340,0,0.0859570209999999,24,0,0.0037009619999999,1350.0,2,0,0,0,0.0
126772,0,0.658817831,39,0,0.262357414,7100.0,10,0,0,0,3.0
92814,0,0.0,83,0,1012.0,,4,0,1,0,0.0
1080,0,0.2113676519999999,60,0,0.2404532899999999,10500.0,19,0,2,0,0.0
18117,1,2.494657697,47,2,14.57801222,1800.0,10,0,0,0,0.0
7293,0,0.974670044,51,0,0.350341925,1900.0,2,0,0,0,0.0
20600,0,0.032490088,62,0,177.0,,4,0,0,0,0.0
13003,0,0.02789896,44,1,0.323910628,8100.0,13,0,1,0,2.0
133795,0,0.3402286229999999,62,0,0.295856805,30000.0,12,0,3,0,0.0
119998,0,0.31165029,69,0,0.4789644009999999,6797.0,15,0,1,0,0.0
130684,0,0.5078944879999999,32,0,0.814786585,2623.0,3,0,1,0,0.0
38670,1,0.042189282,30,1,0.158613795,3000.0,6,0,0,0,1.0
48652,0,0.004733018,77,0,0.0011587489999999,1725.0,2,0,0,0,0.0
43373,0,0.04099918,67,0,60.0,,3,0,0,0,0.0
30565,0,0.008052724,63,0,0.1893153029999999,10500.0,32,0,1,0,1.0
117450,0,0.067215674,31,0,0.651813767,3500.0,12,0,1,0,0.0
142707,0,0.104923427,50,0,3085.0,,7,0,2,0,0.0
53220,0,0.032426255,69,0,232.5,1.0,3,0,0,0,0.0
31518,0,0.9999999,48,0,2642.0,,9,0,2,0,0.0
115394,0,0.0,32,0,0.111039321,10833.0,5,0,0,1,2.0
95859,0,0.0,44,0,0.0,3333.0,1,0,0,0,0.0
23298,0,0.0,43,0,0.069656489,7335.0,2,0,0,0,4.0
67431,1,0.714607337,53,3,0.292598201,11226.0,12,0,1,2,4.0
141715,0,0.0833577769999999,61,0,115.0,,6,0,0,0,0.0
27271,0,0.013677732,81,0,0.0045981609999999,5001.0,10,0,0,0,0.0
38705,0,0.549535635,64,0,2978.0,,28,0,0,0,2.0
90035,0,0.006520322,37,1,0.1888059079999999,11916.0,7,0,2,0,0.0
85974,0,0.0016414779999999,37,0,0.619604974,4100.0,13,0,2,0,2.0
17715,0,0.0,24,0,0.0,4133.0,2,0,0,0,0.0
66744,0,0.0678813129999999,50,0,0.140511525,9500.0,22,0,0,0,3.0
43366,0,0.0,31,0,0.633202955,2300.0,7,0,1,0,0.0
44360,0,0.5202739859999999,33,0,0.6265804179999999,3400.0,7,0,2,0,0.0
66743,0,0.9999999,53,0,0.04443457,4500.0,2,0,0,0,2.0
106418,0,0.0061222409999999,86,0,5.0,,8,0,0,0,0.0
5754,0,0.401915785,56,3,0.314114314,6000.0,14,0,1,0,0.0
60894,0,0.3513910949999999,32,0,0.2199017199999999,1627.0,6,1,0,0,0.0
92771,0,0.043919698,41,0,0.117306681,1900.0,8,0,0,0,0.0
43942,0,0.022008533,73,0,28.0,,7,0,0,0,0.0
56994,0,0.0892026199999999,58,0,0.378962104,10000.0,20,0,1,0,2.0
84357,0,0.001702082,37,0,0.099985077,6700.0,12,0,0,0,0.0
75231,0,0.006891076,87,0,0.0059940059999999,1000.0,10,0,0,0,0.0
47133,0,0.246173842,56,0,0.4907169379999999,3500.0,9,0,1,0,0.0
35672,0,0.9999999,30,1,0.0,2200.0,0,0,0,0,2.0
130315,0,0.0169889839999999,78,0,1091.0,,3,0,1,0,0.0
133586,0,0.003158414,70,0,0.00123705,6466.0,3,0,0,0,0.0
131426,0,0.071856287,26,0,0.000230044,4346.0,1,0,0,0,0.0
143852,0,0.013666016,82,0,0.168567411,6400.0,6,0,2,0,1.0
31123,0,0.6395006859999999,41,0,0.33281493,9001.0,5,0,2,0,3.0
83734,0,0.832672244,44,0,0.255620438,13699.0,6,0,1,0,1.0
34380,0,1.080983803,40,1,0.3761085029999999,3833.0,5,0,0,0,1.0
91602,1,0.8168193169999999,57,0,0.41982891,4558.0,8,0,1,0,1.0
69002,0,0.0429086379999999,65,0,0.2420900619999999,7616.0,14,0,1,0,0.0
34289,1,0.163346614,39,0,0.217797034,6000.0,4,0,0,0,3.0
146482,0,0.0,24,0,0.008739076,800.0,2,1,0,0,0.0
143256,0,0.001409661,66,1,0.109364443,22200.0,7,0,2,0,2.0
43619,0,0.013771527,72,0,0.456152163,5940.0,7,0,2,0,2.0
57672,0,0.978223605,33,0,0.117812555,5686.0,4,0,0,0,3.0
52779,0,0.004199907,58,0,0.0023245,2150.0,3,0,0,0,0.0
124984,0,0.0,79,0,0.0,,10,0,0,0,0.0
143972,0,0.435584507,62,2,0.4202029019999999,9166.0,14,0,2,0,0.0
18696,0,0.085812638,27,0,0.1886037989999999,3000.0,13,0,0,0,0.0
74513,0,0.81916869,34,0,0.5696587699999999,4600.0,7,0,2,0,1.0
37577,0,0.65003063,40,0,0.548690262,5000.0,9,0,1,0,1.0
109859,0,0.075615973,67,0,0.577896138,750.0,3,0,0,0,0.0
63200,0,0.135131211,39,0,2210.0,,7,0,2,0,0.0
147036,0,0.009349464,52,0,0.30394525,9935.0,10,0,2,0,3.0
43446,0,0.039373705,45,1,4966.0,,8,0,3,0,0.0
21351,0,0.991389367,61,0,0.252326784,2900.0,6,0,0,0,0.0
138201,0,0.060472487,60,0,2828.0,,6,0,1,0,0.0
30335,0,0.1564168719999999,38,0,0.384863867,4333.0,10,0,2,0,1.0
59600,0,0.027177601,85,0,0.003325272,6615.0,4,0,0,0,0.0
93854,0,0.2667819699999999,44,4,0.154810575,3668.0,7,0,0,0,2.0
11209,0,0.6080878859999999,33,0,0.816240319,4260.0,20,0,2,0,1.0
21671,0,0.0092207769999999,43,0,0.163059005,9100.0,12,0,1,0,2.0
43051,0,0.002229654,65,0,0.006973644,9750.0,4,0,0,0,0.0
95774,0,0.026090209,44,0,0.274123175,11917.0,23,0,2,0,2.0
17895,0,0.7239004009999997,62,0,0.585544022,2600.0,8,0,1,0,1.0
9177,0,0.0,43,0,0.0,,4,0,0,0,0.0
47739,0,0.742938667,51,0,0.517530251,3222.0,8,0,1,0,3.0
81722,0,0.328526594,64,0,0.6812742559999999,6183.0,13,0,2,0,0.0
102944,0,0.0618469079999999,74,0,1601.0,,3,0,1,0,0.0
28462,0,0.067163048,62,0,2090.0,,13,0,3,0,0.0
132615,0,0.1531955419999999,47,0,2.570218772,1416.0,15,0,2,0,1.0
50839,0,0.0370037719999999,61,0,5109.0,,10,0,2,0,0.0
73703,0,0.1414545909999999,49,0,1259.0,,17,0,1,0,0.0
17234,0,0.0498394819999999,58,0,0.200121286,3297.0,5,0,1,0,0.0
86904,0,0.065148944,63,0,1703.0,,22,0,1,0,0.0
11287,0,0.038960636,43,0,387.0,,5,0,0,0,0.0
67515,0,0.326326546,38,0,0.532124468,13400.0,14,0,5,0,2.0
111558,0,0.0460014419999999,60,0,3.737010392,1250.0,19,0,2,0,1.0
141190,0,0.2408290469999999,56,0,0.2153784619999999,10000.0,19,0,0,0,0.0
131673,0,0.7791238799999999,65,0,0.285855589,4043.0,6,0,0,0,0.0
84110,0,0.541401937,26,0,0.342272406,2833.0,7,0,0,0,0.0
142492,0,0.4879874109999999,49,0,0.724888807,10791.0,13,0,2,0,0.0
114861,0,0.9999999,51,0,0.447745544,8582.0,8,0,2,0,2.0
12561,0,0.415348924,46,1,0.531878756,7653.0,15,0,2,0,3.0
82312,0,0.0,49,0,0.201263899,12500.0,10,0,1,0,2.0
145272,0,0.696202532,36,1,0.110631335,22000.0,10,0,0,0,2.0
12215,0,0.9999999,37,0,0.268503512,1850.0,2,0,0,0,0.0
35447,0,0.9999999,27,0,0.0,,1,0,0,0,0.0
15293,0,0.1822665139999999,57,0,10141.0,,15,0,7,0,0.0
147195,0,0.923460899,68,1,1.320647003,1050.0,2,0,1,0,0.0
85345,0,0.381016342,52,0,0.937152833,6300.0,14,0,1,0,0.0
42318,0,0.482385848,39,0,0.3800893739999999,12083.0,21,0,2,0,2.0
42295,0,0.048052789,67,0,0.010976275,14667.0,5,0,0,0,1.0
92072,0,0.291928377,54,0,0.148705695,12554.0,12,0,1,0,4.0
22148,0,0.1817756349999999,57,0,0.1681386439999999,6000.0,15,0,0,1,1.0
32892,0,0.05181724,59,0,0.213182945,12500.0,10,0,2,0,0.0
142849,0,0.68707483,33,0,0.507088332,4584.0,5,0,1,0,0.0
141203,0,0.0554571629999999,63,0,4328.0,,6,0,1,0,0.0
92475,0,0.9999999,50,0,0.097890615,15833.0,2,0,1,0,0.0
42461,0,0.735466362,31,0,0.1526699599999999,4250.0,7,1,0,0,1.0
142470,0,0.8701947940000001,67,0,0.1801619429999999,2963.0,2,0,0,0,0.0
121328,0,0.9999999,52,0,0.643356643,1000.0,5,0,1,0,2.0
43596,0,0.012827081,68,0,0.336491046,7705.0,14,0,1,0,0.0
22787,0,0.5074141389999999,58,0,0.692607727,5383.0,17,0,1,0,0.0
88402,0,0.031852004,60,0,1372.0,,8,0,1,0,1.0
12900,0,0.396891524,48,0,0.258440184,8500.0,18,0,1,0,0.0
26194,0,0.2357476749999999,68,0,0.0147447629999999,9833.0,8,0,0,0,0.0
94942,0,0.0934375209999999,41,0,0.010892116,3855.0,3,0,0,0,0.0
7691,0,0.0877956099999999,57,0,52.0,,1,0,0,0,0.0
111704,0,0.014743044,52,0,0.0374990629999999,40000.0,7,0,1,0,2.0
22969,0,0.0634841839999999,59,0,1304.0,,18,0,1,0,0.0
121774,0,0.034568963,58,0,1806.0,,3,0,1,0,0.0
16255,0,0.538251758,28,0,0.215147684,8700.0,10,0,1,0,2.0
36128,0,0.134312077,63,0,0.237687813,9583.0,8,0,2,0,0.0
64676,0,0.2238839139999999,70,0,0.197817599,19977.0,7,0,1,0,1.0
43690,0,0.538174327,58,0,1.45004583,1090.0,11,0,2,0,1.0
11778,0,0.033328692,71,0,0.0475,8399.0,8,0,1,0,0.0
96182,0,0.1130570199999999,51,0,0.180344261,14000.0,12,0,2,0,3.0
116188,0,0.256049597,47,0,0.309454394,2400.0,6,0,0,0,1.0
10341,0,0.2229478659999999,36,0,0.36027814,2300.0,9,0,0,0,1.0
44047,1,0.2332342189999999,65,0,0.493948005,9500.0,10,0,3,0,0.0
141717,0,0.7461463999999999,76,3,1821.0,,14,0,2,0,0.0
127454,0,0.0,33,0,0.1733884869999999,2900.0,2,0,0,0,0.0
115421,0,0.0069465949999999,64,0,1356.0,,8,0,0,0,0.0
53408,0,0.1156570289999999,35,0,0.1395001069999999,4680.0,3,0,0,0,2.0
120329,0,0.159242617,43,1,1967.0,,14,0,1,0,0.0
31493,0,0.0049881179999999,61,0,2579.0,,8,0,3,0,0.0
118389,0,0.269170677,41,1,0.549661646,4580.0,14,0,1,0,0.0
27533,0,0.0008094849999999,65,0,0.347061176,2500.0,4,0,1,0,0.0
8292,0,0.9999999,64,0,58.0,,1,0,0,0,0.0
90721,1,0.935804054,49,0,4767.0,,21,0,3,0,0.0
50301,0,0.7670578009999999,46,1,0.396067416,4983.0,4,0,2,0,2.0
144177,0,0.5851334179999998,29,1,0.320271891,2500.0,3,1,0,0,0.0
49823,0,0.745254745,31,0,0.508140531,2333.0,3,0,1,0,0.0
99201,0,0.044795587,54,0,7482.0,,15,0,4,1,0.0
102802,0,0.268881776,51,0,0.074316378,13603.0,9,0,1,0,1.0
100542,0,0.4982615919999999,41,0,0.3664479849999999,5334.0,11,0,1,0,2.0
145543,0,0.0530666799999999,41,0,0.125115116,7600.0,6,0,0,0,4.0
126020,0,0.038756058,61,0,0.00886918,7666.0,13,0,0,0,0.0
59613,0,0.073326584,86,0,0.03172681,4128.0,6,0,0,0,1.0
79498,0,0.8454363759999999,36,0,0.119133574,3600.0,3,0,0,0,0.0
149781,0,0.0119270409999999,77,0,0.0098653509999999,7500.0,12,0,0,0,0.0
110221,0,0.337917912,47,0,0.590881824,5000.0,11,0,2,0,1.0
76517,0,0.4137426679999999,86,0,0.6074411539999999,3950.0,8,0,1,0,1.0
145321,0,0.060630798,54,0,0.6110643869999999,10700.0,10,0,4,0,1.0
27025,0,0.906657329,33,1,0.321946342,6000.0,6,0,0,0,2.0
144738,0,0.0291194819999999,51,0,0.1386127299999999,8750.0,10,0,1,0,1.0
89223,0,0.6256972069999999,39,1,0.742756505,8800.0,11,0,6,0,1.0
61849,1,1.294335431,48,2,0.374825338,8587.0,4,5,1,2,2.0
102801,0,0.0,50,0,0.5910020449999999,4400.0,10,0,3,0,0.0
85588,0,0.0,41,0,5888.0,,5,0,4,0,0.0
16389,0,0.01003852,33,0,612.0,,11,0,0,0,2.0
60839,0,0.0037328359999999,55,1,0.693644315,8574.0,10,0,2,1,1.0
80031,0,0.060579668,58,0,121.0,,5,0,0,0,2.0
60352,0,0.888223553,43,2,10.95150961,2185.0,5,2,0,0,4.0
60886,0,0.021040519,64,0,0.0700086429999999,13883.0,9,0,0,0,0.0
31412,0,0.283810155,81,0,0.1840016489999999,9700.0,9,0,1,0,0.0
135828,0,0.087205393,58,0,0.3287671229999999,3649.0,11,0,1,0,0.0
13965,1,0.033427616,36,0,0.5643564359999999,3938.0,11,0,1,0,0.0
105937,0,0.1249482829999999,86,0,36.20485368,1400.0,12,0,0,0,1.0
2004,0,0.282711455,63,0,0.3935901479999999,6333.0,11,0,1,0,0.0
148087,0,0.181655588,41,1,0.497465017,4930.0,16,0,1,0,0.0
114298,0,0.0,65,0,1336.0,,5,0,1,0,0.0
135483,0,0.4514793959999999,60,0,1758.0,,8,0,0,0,0.0
130927,0,0.703623179,68,0,0.3195954489999999,7909.0,14,0,0,0,0.0
93319,0,0.485906544,82,0,0.417064439,1675.0,3,0,0,0,0.0
140905,0,0.02365457,58,0,0.0117929679999999,4578.0,6,0,0,0,2.0
16209,0,0.0805902379999999,62,0,1339.0,,3,0,1,0,0.0
19399,0,0.0083008639999999,38,0,0.1847210189999999,15000.0,6,0,1,0,3.0
129085,0,0.0365080539999999,40,0,0.1863925439999999,25000.0,11,0,1,0,3.0
118642,0,0.0,32,0,0.579815727,4666.0,7,0,1,0,1.0
145650,0,0.127717513,56,0,0.3899025239999999,4000.0,5,0,1,0,2.0
145128,0,0.059967082,35,0,0.179925031,2400.0,8,0,0,0,0.0
1198,0,0.0305862359999999,36,1,0.310935893,2916.0,5,0,0,0,2.0
67080,0,0.142969445,72,0,0.271745651,10001.0,14,0,2,0,0.0
86066,0,0.012944205,78,0,696.0,,11,0,1,0,0.0
74903,0,2.137260249,43,1,0.5717856579999999,6400.0,15,0,1,0,1.0
79495,0,0.017479301,52,0,3060.5,1.0,15,0,1,0,2.0
56415,0,0.0280834959999999,77,0,0.30942541,7500.0,16,0,1,0,0.0
63395,0,0.366571766,65,0,0.571763786,2556.0,11,0,1,0,0.0
105940,0,0.0,49,0,0.273893842,12000.0,7,0,2,0,4.0
59358,0,0.048520487,51,0,0.2155076649999999,4500.0,5,0,1,0,0.0
18059,0,0.7514952369999999,51,0,0.8073357519999999,2480.0,7,0,1,0,1.0
6249,0,0.1402720369999999,51,0,0.197138682,13000.0,10,0,1,0,5.0
81595,0,0.9751418540000002,40,1,769.0,,2,0,1,0,0.0
89354,0,0.5368518949999999,31,0,0.076570681,4583.0,3,0,0,0,0.0
37272,0,0.813394327,38,0,0.287894866,12250.0,7,0,3,0,4.0
60023,0,0.0008793749999999,45,0,0.30686128,8700.0,10,0,2,0,0.0
45064,0,0.013151239,64,0,0.061310782,3310.0,6,0,0,0,0.0
28510,0,0.381151723,57,0,0.2565900529999999,7700.0,8,0,1,0,0.0
93376,0,0.0071569559999999,63,0,0.1483851609999999,10000.0,7,0,1,0,0.0
50205,0,0.4604719179999999,54,0,0.4333914469999999,9750.0,10,0,2,0,4.0
106063,0,0.343888557,58,1,1699.0,,14,0,1,0,2.0
