,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
18885,0,0.301762042,70,1,2335.0,,10,0,1,0,0.0,0
86060,0,0.628473314,50,0,0.502628505,3423.0,10,0,0,0,0.0,1
75098,0,0.0066884149999999,53,0,0.169143018,14200.0,10,0,1,0,1.0,1
30987,0,0.936127745,31,0,0.1029582369999999,3447.0,4,0,0,0,0.0,1
110454,0,0.0056989919999999,40,0,0.503747149,6137.0,7,0,1,0,0.0,1
75893,0,0.173127521,35,0,1003.0,,4,0,1,0,0.0,0
133363,0,0.493344859,88,1,0.49870026,5000.0,11,0,1,0,0.0,1
59285,0,0.8359489669999999,34,1,0.180119691,6850.0,9,0,0,0,0.0,1
85165,0,0.0558021559999999,32,0,0.0911716169999999,4847.0,7,0,0,0,0.0,1
72001,0,0.9999999,49,0,0.125487757,35365.0,10,0,3,0,2.0,1
103357,0,0.9999999,25,0,2.0,,0,0,0,0,0.0,0
146712,0,0.354107649,29,0,0.099450275,2000.0,2,0,0,0,0.0,1
131456,0,0.0824816209999999,50,0,1525.0,,10,0,1,0,3.0,0
86441,1,0.9999999,41,0,0.8681318679999998,1000.0,1,0,0,1,5.0,1
96447,0,0.11099971,75,0,2514.0,,8,0,1,0,0.0,0
11042,0,0.613071472,65,0,2959.0,,7,0,2,0,0.0,0
81838,0,0.2776194029999999,68,0,0.4176280570000001,6500.0,14,0,1,0,0.0,1
131583,0,0.323614887,33,0,0.2609741429999999,8314.0,8,0,2,0,2.0,1
47381,0,0.1399750039999999,45,0,0.261937244,1465.0,5,0,0,0,0.0,1
132464,0,0.8457126529999999,46,0,0.5783621979999999,4676.0,14,0,2,0,3.0,1
91165,0,0.083689997,40,0,1.0430608890000002,14583.0,20,0,2,0,2.0,1
56861,0,0.8190907379999999,53,0,0.281642512,2069.0,6,0,0,0,0.0,1
8963,0,0.012384253,56,0,0.148718667,7140.0,16,0,1,0,0.0,1
136859,0,0.0560555409999999,81,0,0.852909565,6512.0,9,0,1,0,0.0,1
14284,0,0.100179964,66,0,0.170180723,1991.0,6,0,0,0,0.0,1
32686,0,0.178306431,45,1,0.422016418,4750.0,11,0,1,0,2.0,1
20725,0,0.0038245509999999,42,0,497.0,,10,0,0,0,0.0,0
99052,1,0.272048377,54,1,6635.0,,10,0,6,0,0.0,0
110824,0,0.922450665,67,0,0.4035446489999999,4400.0,4,0,2,0,0.0,1
29411,0,0.528000776,53,0,2315.0,,16,0,2,0,1.0,0
77711,0,1.013062409,32,0,0.900271985,2205.0,5,0,1,0,3.0,1
139569,0,0.840981752,74,0,0.2891907189999999,1766.0,4,0,0,0,0.0,1
98990,0,0.547745225,71,0,0.45956469,15666.0,7,0,2,0,0.0,1
86208,0,0.013632603,64,0,0.322764924,3500.0,9,0,1,0,0.0,1
147209,0,0.0,72,0,0.0,2163.0,8,0,0,0,0.0,1
79261,0,0.008643479,62,0,660.0,,8,0,1,0,0.0,0
146862,1,0.04757394,56,0,0.772458629,1691.0,12,0,1,0,0.0,1
39080,0,0.0,46,1,0.497127097,4350.0,8,0,0,1,1.0,1
42256,0,0.0486211419999999,59,0,1208.0,,5,0,1,0,0.0,0
144098,0,0.0391797279999999,61,1,0.358676291,32000.0,13,0,6,0,0.0,1
88357,0,0.098245204,40,0,0.361817478,7746.0,12,0,1,0,1.0,1
65077,0,0.0,83,0,0.0,,1,0,0,0,0.0,0
110720,0,0.172869681,42,0,0.16079196,6666.0,7,0,1,0,1.0,1
18424,0,0.5921525679999999,55,0,2.601283482,3583.0,10,0,3,0,0.0,1
86876,0,0.0653308979999999,72,0,0.042383047,2500.0,8,0,0,0,0.0,1
18704,0,0.9999999,21,98,0.0,,0,98,0,98,0.0,0
111274,0,0.064811055,53,1,1.219945014,4000.0,17,0,2,0,0.0,1
72446,0,0.115621335,43,0,2483.0,,8,0,2,0,0.0,0
111568,0,0.957611824,60,0,0.1629644319999999,15125.0,6,0,0,0,1.0,1
144025,0,0.0,56,0,0.12208892,4250.0,3,0,0,0,2.0,1
48554,0,0.093875726,46,0,2346.0,,15,0,1,0,0.0,0
52881,0,0.239757776,68,0,2255.0,,17,0,1,0,0.0,0
19370,0,0.00706311,68,0,0.155518395,7175.0,5,0,1,0,0.0,1
104064,0,0.033657221,77,0,0.030476936,23000.0,14,0,1,0,1.0,1
108697,0,0.008251423,44,0,0.001055966,10416.0,4,0,0,0,1.0,1
43648,0,0.029941166,64,0,0.107725608,6005.0,6,0,1,0,1.0,1
135929,0,0.446044316,53,0,167.0,,2,0,0,0,0.0,0
10633,0,0.0336958139999999,63,0,0.0063803449999999,10500.0,13,0,0,0,0.0,1
35986,0,0.5480557259999999,35,0,0.472631842,4000.0,5,0,2,0,1.0,1
69935,0,0.0416428979999999,65,0,0.0507820869999999,9333.0,2,0,0,0,0.0,1
94133,0,0.6762275529999999,62,0,0.2944961309999999,11500.0,9,0,2,0,3.0,1
97454,0,0.396738138,57,0,7057.0,,20,0,2,0,0.0,0
141139,0,0.0183812879999999,51,0,0.006152663,5200.0,5,0,0,0,0.0,1
40932,0,0.000607199,63,0,653.0,,10,0,0,0,0.0,0
14297,0,0.0729285449999999,52,0,0.2691615419999999,13333.0,7,0,2,0,0.0,1
3886,0,0.005048644,61,0,0.186081392,10000.0,25,0,2,0,0.0,1
125082,0,0.0746345689999999,70,0,2761.0,,14,0,1,0,2.0,0
57364,0,0.691417143,38,2,0.6544691059999999,5000.0,6,0,1,0,0.0,1
57764,0,0.101431038,64,0,0.3329487769999999,4333.0,8,0,2,0,1.0,1
1996,0,0.9999999,23,0,0.117033604,862.0,1,0,0,0,0.0,1
81605,0,0.095513124,33,0,0.906705539,2400.0,9,0,2,0,0.0,1
58611,0,0.382486054,43,0,0.231208713,5600.0,6,0,1,0,0.0,1
90077,0,0.0,68,0,0.228496197,3417.0,12,0,1,0,0.0,1
41322,0,0.7236009479999999,69,0,0.3780487799999999,5083.0,13,0,0,0,0.0,1
41998,1,1.043123953,73,0,0.212158273,13899.0,21,0,0,0,0.0,1
25874,0,0.143246743,37,0,0.069883708,9200.0,7,0,0,0,1.0,1
16036,0,0.095561775,26,0,0.207940588,3500.0,3,0,0,0,0.0,1
37146,0,0.0,36,0,13.0,,6,0,0,0,1.0,0
127938,0,0.7190512379999999,65,0,0.8586366109999999,7363.0,7,0,3,0,0.0,1
31771,0,0.4699600549999999,48,0,0.448579824,4083.0,6,0,1,0,3.0,1
15440,0,0.0,29,0,0.0692201199999999,6500.0,3,0,0,0,0.0,1
108231,0,0.004955445,64,0,3171.0,,4,0,2,0,0.0,0
37602,0,0.00340351,80,0,0.001666111,3000.0,10,0,0,0,0.0,1
69326,0,0.016145861,73,0,0.0877615259999999,5400.0,34,0,0,0,0.0,1
70867,0,0.0,62,0,0.3228992769999999,7187.0,9,0,1,0,0.0,1
33630,0,0.033751304,58,0,0.4419912520000001,4800.0,21,0,1,0,0.0,1
98178,0,0.012141541,76,0,0.12,4599.0,5,0,0,0,0.0,1
106878,0,0.0381019859999999,67,0,2108.0,,7,0,2,0,0.0,0
27059,0,0.9999999,53,0,0.0,3700.0,1,0,0,0,1.0,1
21389,0,0.30299667,58,0,0.7389131790000002,1600.0,6,0,1,0,0.0,1
127439,0,0.122189607,30,0,0.2011997,4000.0,7,0,0,0,0.0,1
63298,0,0.1216378709999999,64,0,0.351026649,4577.0,7,0,1,0,0.0,1
65623,0,0.9999999,60,1,0.439528024,3050.0,2,0,1,0,0.0,1
193,0,0.9999999,55,0,0.1562596119999999,3250.0,5,0,0,0,4.0,1
89777,1,0.7691589009999998,58,0,1.322347713,5400.0,15,0,2,0,0.0,1
49673,0,0.0755368139999999,62,0,0.087032528,16016.0,6,0,1,0,0.0,1
20612,0,0.3756243759999999,21,0,0.036866359,650.0,1,0,0,0,0.0,1
147021,0,0.0087400199999999,55,0,0.2103394829999999,20000.0,10,0,3,0,0.0,1
84792,0,0.8380125229999998,31,0,0.277400333,7800.0,6,0,1,0,2.0,1
126685,1,0.68797954,45,0,2425.0,,6,0,1,0,0.0,0
134847,0,0.0,80,0,0.0,10000.0,5,0,0,0,0.0,1
75241,0,0.024315419,87,0,109.0,,5,0,0,0,0.0,0
139257,0,0.025765409,63,0,0.212225079,3500.0,11,1,1,0,0.0,1
96099,0,0.018316616,52,0,0.209447145,6583.0,14,0,1,0,0.0,1
7732,0,0.18879528,49,0,0.670951157,3500.0,5,0,1,0,0.0,1
43572,0,0.01645807,61,0,0.4556930379999999,8000.0,15,0,2,0,0.0,1
119880,0,0.005420849,44,0,0.160911878,7500.0,10,0,1,0,3.0,1
131879,0,0.0242429959999999,74,0,7.0,,4,0,0,0,0.0,0
78530,0,0.183146802,52,2,0.454909018,5000.0,6,0,1,0,0.0,1
80987,0,0.3878764109999999,65,0,0.588189386,7687.0,12,0,2,0,0.0,1
145214,0,0.1559798739999999,41,0,0.117176565,5000.0,4,0,0,0,1.0,1
43246,0,0.1388611389999999,79,0,0.0014809329999999,2700.0,1,0,0,0,0.0,1
109283,0,0.0148564349999999,50,0,9.0,,1,0,0,0,0.0,0
120129,0,0.314182155,41,0,0.40871331,10833.0,11,0,2,0,2.0,1
37432,1,1.038919661,72,4,0.342624207,14350.0,8,0,2,0,0.0,1
45893,0,0.025713974,81,0,0.020979021,3002.0,7,0,0,0,0.0,1
7966,0,0.940501487,45,0,2155.0,1.0,6,0,2,0,4.0,1
68538,0,0.02863462,63,0,0.017076218,2400.0,3,0,0,0,0.0,1
66747,1,0.3455155039999999,47,0,0.6013456689999999,10700.0,11,0,3,0,0.0,1
72010,0,0.013313098,61,0,0.0805183899999999,16666.0,8,0,1,0,0.0,1
58086,0,0.208992057,65,0,0.922415517,5000.0,7,0,2,0,0.0,1
148053,0,0.9999999,32,0,12.0,,0,4,0,0,0.0,0
91215,0,0.099457713,37,0,2987.5,1.0,6,0,1,0,2.0,1
148575,0,0.307757394,47,0,0.181313158,18900.0,10,0,2,0,3.0,1
139810,0,0.6914317459999999,34,0,0.770016565,7243.0,12,0,4,1,1.0,1
97838,0,0.349130174,61,0,0.2052372799999999,18100.0,12,0,2,0,0.0,1
9701,0,0.023295434,63,0,0.1338807569999999,2800.0,13,0,0,0,0.0,1
70592,0,0.0747254879999999,67,0,0.329066107,4764.0,19,0,1,0,1.0,1
78229,0,0.308657732,44,0,0.4902188089999999,6900.0,6,0,2,0,4.0,1
50865,0,0.241159895,27,0,0.0319872049999999,2500.0,5,0,0,0,0.0,1
68446,0,0.003677796,58,0,0.491101491,2078.0,12,0,2,0,0.0,1
97714,0,0.029292682,39,0,3315.0,,6,0,3,0,0.0,0
2700,0,0.9999999,34,0,0.16950693,4400.0,1,0,0,0,0.0,1
60456,0,1.027431421,66,0,0.0038424589999999,3122.0,1,0,0,0,0.0,1
84403,0,0.0,62,0,24.0,,6,0,0,0,0.0,0
17493,0,0.0364548719999999,65,0,0.4154756299999999,19100.0,24,0,2,1,0.0,1
70968,0,0.266365334,42,0,0.213439328,20000.0,15,0,3,0,4.0,1
80899,0,0.063444819,76,0,1714.0,,4,0,1,0,1.0,0
138977,0,0.997358562,32,0,0.5761676839999998,6058.0,9,0,2,0,0.0,1
115896,0,0.707191721,45,3,0.2928931169999999,8934.0,16,1,2,0,1.0,1
86226,0,0.566471667,31,0,0.316956605,5230.0,9,0,0,0,0.0,1
146056,0,0.9999999,39,0,719.0,,5,0,0,0,0.0,0
100467,0,0.0063251109999999,56,0,0.097992916,6775.0,6,0,0,0,0.0,1
8923,0,0.0,72,0,643.0,,4,0,0,0,0.0,0
112230,0,0.375546761,27,0,0.024929445,2125.0,5,0,0,0,0.0,1
149809,0,0.866506675,39,0,0.786555972,3733.0,9,0,1,0,3.0,1
75362,0,0.131316739,42,0,0.075191225,6928.0,5,0,0,0,5.0,1
19125,0,0.9999999,68,0,1.199143469,1400.0,6,0,1,0,0.0,1
140848,0,0.0,51,0,0.1349325339999999,2000.0,8,0,0,0,0.0,1
137553,0,0.646612869,34,0,4802.0,,4,0,2,0,0.0,0
138667,0,0.252080821,52,0,0.6544735539999998,2022.0,7,0,1,0,2.0,1
127327,0,0.5501664729999999,69,0,1.213884205,7115.0,19,0,9,0,0.0,1
105439,0,0.10722415,64,0,2493.0,,18,0,1,0,0.0,0
8673,0,0.78910703,61,0,0.556520098,5298.0,8,0,2,0,2.0,1
133764,0,0.9999999,40,0,0.493249463,6517.0,7,0,2,0,3.0,1
112713,0,0.091637883,46,0,2167.0,,7,0,1,0,1.0,0
102380,0,0.6329822689999999,32,0,0.125174965,5000.0,4,0,0,0,0.0,1
54888,0,0.0169112369999999,57,0,0.289694707,7500.0,10,0,1,0,0.0,1
6820,0,0.0,75,0,187.0,,4,0,0,0,0.0,0
84453,0,0.9999999,36,1,0.039284325,2570.0,0,1,0,1,0.0,1
67567,0,0.0099994009999999,61,0,0.1961891319999999,4250.0,6,0,1,0,0.0,1
48302,0,0.0397530619999999,61,0,0.085336538,6655.0,7,0,2,0,0.0,1
117960,0,0.424569479,43,0,0.4835333159999999,7833.0,5,0,1,0,3.0,1
94934,0,0.022856759,58,0,613.0,0.0,11,0,1,0,0.0,1
86293,0,0.0,52,0,0.8228708519999999,2500.0,8,0,1,0,0.0,1
126249,0,0.793379249,39,1,0.5489860039999999,3500.0,8,1,1,0,0.0,1
6172,0,0.012872877,49,0,0.0007346819999999,20416.0,4,0,0,0,0.0,1
88165,0,0.14782554,65,0,3478.0,,11,0,3,0,0.0,0
132465,0,0.6059728979999999,27,1,2318.0,,12,0,2,0,1.0,0
64455,0,0.006999588,73,0,0.317337903,3500.0,12,0,1,0,0.0,1
56757,1,0.749287749,52,1,0.460643519,5500.0,5,1,1,0,0.0,1
118065,0,0.5786190159999999,45,0,0.2336304419999999,5833.0,9,0,0,0,0.0,1
92649,0,0.003692213,78,0,0.027425959,10500.0,10,0,1,0,0.0,1
110393,0,0.3571728339999999,49,0,0.452468851,4333.0,13,0,1,0,0.0,1
74049,0,0.111022227,70,0,0.014859228,3835.0,7,0,0,0,0.0,1
82259,0,0.005619166,52,0,0.001367241,3656.0,8,0,0,0,0.0,1
7996,0,0.988364165,40,0,0.475395987,4734.0,6,1,1,0,2.0,1
59955,0,0.3839487429999999,50,0,0.660181057,7400.0,11,0,3,0,0.0,1
56033,0,0.0353541689999999,75,0,0.019902866,10500.0,9,0,0,0,0.0,1
79221,1,0.523580115,40,0,0.6818343829999999,8416.0,5,0,2,0,0.0,1
57803,0,1.219269103,47,1,0.051801802,4883.0,4,1,0,1,0.0,1
23105,0,0.170313187,30,0,2723.0,,7,0,2,0,0.0,0
115805,1,0.8938481769999999,59,3,0.466596436,11390.0,11,0,2,1,0.0,1
146120,0,0.4392097879999999,56,1,0.4269066229999999,13557.0,14,0,2,0,3.0,1
87709,0,0.087104659,35,0,0.1123550579999999,2500.0,8,0,0,0,0.0,1
40188,0,0.11265426,51,2,0.5724922879999998,9400.0,10,0,1,0,2.0,1
137616,0,0.006177848,65,0,0.073886508,7700.0,14,0,1,0,0.0,1
4469,0,0.044395191,58,0,0.089454739,7500.0,13,0,1,0,1.0,1
93635,0,0.007864284,68,0,0.002881498,8328.0,8,0,0,0,0.0,1
37405,0,0.023146494,40,0,0.439094975,3800.0,16,0,1,0,2.0,1
141241,0,0.038230772,70,0,84.0,,6,0,0,0,0.0,0
123326,0,0.4494136899999999,56,0,0.199680047,6875.0,3,0,1,0,2.0,1
20288,0,0.109690923,62,0,0.43864299,3772.0,22,0,1,0,0.0,1
144761,0,0.011732942,47,0,0.095988001,8000.0,8,0,0,0,0.0,1
32164,0,0.9999999,53,0,0.0,6600.0,0,0,0,0,3.0,1
17928,0,0.019792694,31,0,48.0,,7,0,0,0,0.0,0
105455,0,0.4699837479999999,52,1,0.4390641559999999,12266.0,8,0,2,0,4.0,1
23905,0,0.135271618,65,1,811.0,,10,0,1,0,0.0,0
15823,0,0.139996111,52,1,0.4943222139999999,5635.0,16,0,3,0,0.0,1
119827,0,0.0,26,0,520.0,,3,0,0,0,0.0,0
112812,0,0.0,30,0,183.0,,4,0,0,0,0.0,0
89309,0,0.9999999,57,0,592.0,,4,3,0,0,0.0,0
92398,0,0.068514113,53,0,0.51974629,8355.0,11,0,1,0,0.0,1
135488,0,0.027963931,57,0,0.0906818499999999,7200.0,3,0,1,0,1.0,1
15020,0,0.35656578,63,0,0.516828552,8853.0,21,0,2,0,1.0,1
109686,0,0.03790024,42,0,0.2680982949999999,4516.0,6,0,0,0,0.0,1
121396,0,0.184353112,62,0,0.332816337,7736.0,7,0,1,0,0.0,1
130351,0,0.150353721,55,0,0.341182767,7473.0,15,0,2,0,0.0,1
62779,0,0.7215360979999998,64,1,0.4052274929999999,5164.0,11,0,1,0,0.0,1
118,0,0.0075205919999999,68,0,269.0,,4,0,0,0,0.0,0
148176,0,0.460194912,33,0,0.2943965519999999,9279.0,12,0,1,0,1.0,1
72443,0,0.3508278659999999,23,0,0.0177679069999999,1800.0,4,0,0,0,0.0,1
113802,0,0.8414022109999999,81,0,0.766681798,4405.0,20,0,0,0,0.0,1
44340,0,0.00749875,70,0,0.227172717,3635.0,7,1,1,0,0.0,1
63971,0,0.7553399709999998,54,0,0.314195139,5677.0,10,0,1,0,0.0,1
86828,0,0.0207989599999999,65,0,2474.0,,2,0,1,0,0.0,0
32079,0,0.397933678,38,0,0.361199455,2200.0,7,0,0,0,1.0,1
7296,0,0.691323283,44,0,0.279589833,9166.0,10,0,2,0,2.0,1
123572,0,0.0587407559999999,68,0,0.339125856,5696.0,6,0,1,0,1.0,1
64805,0,0.000879386,37,0,0.4008599139999999,10000.0,11,0,2,0,3.0,1
52874,0,0.927946689,48,0,0.032210292,2700.0,3,1,0,1,2.0,1
21557,0,0.836559239,56,3,0.401713841,3850.0,10,0,2,0,0.0,1
68371,0,0.117319113,49,0,28.0,,3,0,0,0,1.0,0
91191,0,0.946902655,51,0,0.571640133,2700.0,7,0,0,0,0.0,1
101826,0,0.0123944669999999,46,0,0.557667934,7100.0,6,0,4,0,0.0,1
1343,0,0.2027745619999999,59,0,6994.0,,23,0,3,0,2.0,0
51535,0,0.00081965,59,0,1626.0,,6,0,1,0,0.0,0
87746,0,0.828658302,50,0,0.48774316,6322.0,9,0,1,0,2.0,1
43066,0,0.2127825409999999,35,0,0.5816767499999999,3470.0,10,0,2,0,0.0,1
138843,0,0.025952062,50,0,0.165111379,6643.0,19,0,1,0,0.0,1
39079,0,0.096887182,40,0,1537.0,,9,0,2,0,0.0,0
43385,0,0.042243716,70,0,0.252215406,4400.0,9,0,1,0,0.0,1
48405,0,0.053968538,43,0,0.1785120919999999,10833.0,12,0,2,0,0.0,1
51376,0,0.958003711,30,0,0.211126961,4205.0,8,0,0,0,1.0,1
40446,0,0.66067332,25,0,0.3784053989999999,4000.0,10,0,0,0,0.0,1
47937,0,0.0,66,0,0.3323657469999999,6200.0,4,0,1,0,0.0,1
20512,0,0.010432191,59,0,0.061319707,4500.0,5,0,0,0,0.0,1
12652,0,0.0,40,0,1.117147708,5300.0,5,0,1,0,1.0,1
37160,0,0.029709656,38,0,0.9973342220000002,3000.0,10,0,1,0,1.0,1
107864,0,0.01099956,35,0,0.580641936,10000.0,9,0,2,0,2.0,1
140294,0,0.3655336909999999,51,0,0.4539104020000001,6584.0,10,0,1,0,0.0,1
23693,0,0.516131183,48,0,0.7764894040000002,2500.0,9,0,1,0,0.0,1
7815,0,0.0706179269999999,63,0,0.0219473219999999,86980.0,9,0,1,0,3.0,1
91194,1,0.1731381489999999,58,0,0.09026852,5250.0,9,0,0,0,0.0,1
14593,0,0.0279036879999999,41,0,1967.0,,11,0,2,0,0.0,0
21607,0,0.057917161,42,0,0.200150631,5310.0,7,0,0,0,3.0,1
33338,0,0.531468531,30,0,0.002015858,7440.0,1,0,0,0,2.0,1
34778,0,0.035983238,65,0,0.1306883,7888.0,22,0,2,0,0.0,1
102614,0,0.5934010999999999,40,2,0.028242939,4000.0,4,0,0,0,1.0,1
148832,0,0.054485872,61,0,0.647285033,6500.0,13,0,1,0,3.0,1
125462,0,0.0,68,0,0.0723634209999999,11842.0,4,0,1,0,1.0,1
44335,0,0.116917033,46,0,0.13073434,17416.0,5,0,1,0,4.0,1
142575,0,0.1653760219999999,47,0,0.326133333,7499.0,8,0,1,0,0.0,1
145860,0,0.9999999,25,0,0.128696377,2400.0,3,0,0,0,0.0,1
111072,0,0.0808265979999999,35,0,0.4571896019999999,5500.0,13,0,1,0,0.0,1
29762,0,0.0977376919999999,62,0,0.400266622,6000.0,31,0,1,0,5.0,1
121507,0,0.022843036,49,0,0.327668083,4000.0,5,0,1,0,0.0,1
123956,0,0.009484038,52,0,0.0036654449999999,3000.0,4,0,0,0,0.0,1
8789,0,1.002341007,76,1,0.88057273,3072.0,3,0,1,1,0.0,1
140745,0,0.181636727,23,0,0.0009994999999999,2000.0,2,0,0,0,0.0,1
107087,0,0.971378161,27,1,0.1284143899999999,6003.0,9,0,0,1,0.0,1
88602,0,0.3216229469999999,51,1,0.931837791,1158.0,11,0,1,0,0.0,1
120005,0,0.06869614,68,0,0.0451859579999999,5753.0,4,0,0,0,0.0,1
43115,0,0.136188746,61,0,0.330858698,8081.0,9,0,1,0,0.0,1
50145,0,0.01013902,30,0,0.00279888,2500.0,4,0,0,0,0.0,1
19835,0,0.132839811,63,0,0.2979942689999999,6979.0,12,0,2,0,0.0,1
2402,0,0.162947552,39,0,0.150896982,16666.0,13,0,1,0,0.0,1
117499,0,0.9999999,70,0,0.004951909,10500.0,6,0,0,0,0.0,1
12536,0,0.9999999,53,0,0.094281729,3584.0,2,0,0,0,0.0,1
72229,0,0.157982446,42,0,2393.0,,5,0,2,0,0.0,0
28005,0,0.1274746059999999,48,0,0.288801572,7125.0,5,0,1,0,0.0,1
69344,0,0.9999999,29,1,472.0,,1,6,0,0,2.0,0
99494,0,0.2590932639999999,56,0,0.5435600579999998,3454.0,9,0,1,0,3.0,1
133354,0,1.014733259,33,4,0.6354423449999999,3650.0,11,0,2,0,0.0,1
122149,0,0.9999999,26,0,0.1337827329999999,3856.0,1,0,0,0,2.0,1
50475,0,0.09780021,49,0,0.820552947,3833.0,13,0,2,1,0.0,1
81511,0,0.869252639,71,0,6.202185792000001,365.0,9,0,1,0,0.0,1
117395,0,0.0766710919999999,60,0,0.095836855,9463.0,4,0,1,0,2.0,1
135814,0,0.045669504,49,0,2103.0,,4,0,2,0,0.0,0
75570,0,0.0067354989999999,67,0,0.283106004,27932.0,13,0,2,0,1.0,1
122903,0,0.0,68,0,0.196992826,13101.0,7,0,2,0,0.0,1
90855,0,0.926398971,56,6,0.3656360559999999,6500.0,7,0,1,0,1.0,1
25863,0,0.0,38,0,20000.0,0.0,2,0,0,0,0.0,1
96004,0,0.0114991789999999,48,0,335.0,,3,0,0,0,0.0,0
47288,0,0.0615017029999999,47,0,0.2715761409999999,3000.0,5,0,1,0,3.0,1
69117,0,0.129304855,63,0,1.3539764019999998,15000.0,16,0,3,0,0.0,1
20977,0,0.184994714,48,0,0.9423839180000002,14127.0,14,0,9,0,0.0,1
28201,0,0.10708913,64,0,0.407858861,12469.0,23,0,3,0,1.0,1
59036,0,0.033670139,64,0,0.076796939,10976.0,6,0,0,0,0.0,1
129103,0,0.121496151,71,0,0.6122536419999999,2333.0,20,0,0,0,0.0,1
77181,0,0.0,31,1,0.252935576,3150.0,10,0,0,0,0.0,1
40031,1,0.0,37,0,1.113954418,2500.0,9,0,2,1,0.0,1
8825,1,0.0486737829999999,64,0,2446.0,,4,0,2,0,0.0,0
94221,0,0.9999999,55,0,82.0,,1,1,0,0,0.0,0
64701,0,0.0,57,0,6511.0,,6,0,2,0,2.0,0
128085,0,0.0,47,0,0.270281414,9700.0,8,0,2,0,0.0,1
142365,0,0.5293728399999998,30,0,0.537881385,2916.0,7,0,1,0,0.0,1
60785,0,0.0415586179999999,49,0,72.0,,6,0,0,0,0.0,0
63028,0,0.14971411,58,0,0.688856376,4100.0,5,0,1,0,0.0,1
13394,0,0.013886951,66,0,0.061911686,13066.0,16,0,0,0,0.0,1
47963,0,0.0714575689999999,56,1,5873.0,,24,0,1,0,0.0,0
104458,0,0.3375102449999999,52,0,0.311868813,10000.0,22,0,0,0,3.0,1
76888,0,0.9999999,62,1,0.076382792,6833.0,2,0,0,0,0.0,1
138891,0,0.0349965,31,2,0.4203510329999999,4500.0,6,0,1,0,3.0,1
19838,0,0.081783643,48,0,0.348660391,2761.0,7,0,1,0,2.0,1
109789,0,0.0878331859999999,55,0,187.0,1.0,7,0,0,0,0.0,1
43096,0,0.191114904,71,0,0.110788582,6200.0,8,0,1,1,0.0,1
142536,0,0.175265315,29,0,0.28528827,3017.0,9,0,0,0,1.0,1
3688,0,0.1739096989999999,55,0,1604.0,,4,0,1,0,0.0,0
121028,0,0.8503420809999997,67,0,0.4472368509999999,15000.0,19,0,3,0,0.0,1
38702,0,0.1185657829999999,51,0,0.125124982,7000.0,5,0,1,0,1.0,1
82520,0,0.15348421,60,0,0.4597567069999999,6000.0,13,0,2,0,0.0,1
4672,0,0.504657109,75,0,0.300789853,52667.0,30,0,10,0,0.0,1
50114,0,0.6696042709999999,51,2,0.307791372,3105.0,15,1,0,0,1.0,1
6668,0,0.935706429,47,2,0.188968505,6000.0,4,2,0,0,0.0,1
112616,0,0.1555264309999999,47,0,0.198758932,5317.0,11,0,1,0,3.0,1
32196,0,0.6035279289999999,50,0,0.163277778,17999.0,8,0,0,0,2.0,1
2888,0,0.050117057,58,0,3268.0,,14,0,1,0,1.0,0
149840,0,0.026714449,51,0,0.5176340929999999,5443.0,11,0,2,0,0.0,1
111282,0,0.433086752,75,0,0.489606019,5050.0,10,0,2,0,0.0,1
120033,0,0.753689012,53,0,3341.0,,8,0,1,0,0.0,0
57162,0,0.1931829509999999,57,0,0.200782269,2300.0,7,0,0,0,0.0,1
123757,1,0.9481725,67,2,0.178843313,8800.0,5,0,1,2,0.0,1
78312,0,0.160653873,33,0,0.2480939879999999,8000.0,8,0,1,0,0.0,1
50386,0,0.645365332,39,0,400.0,1.0,9,0,0,1,0.0,1
37201,0,0.0,55,1,0.2344609229999999,6000.0,6,0,1,1,1.0,1
105645,0,0.384236915,75,0,246.0,,3,0,0,0,1.0,0
20028,0,0.016980972,46,0,0.530966572,3858.0,12,0,1,0,1.0,1
142342,0,0.0612061039999999,65,0,105.0,,12,0,0,0,0.0,0
17469,0,0.3852614739999999,30,0,115.0,,2,0,0,0,0.0,0
112096,0,0.152243341,50,0,0.227064426,11128.0,9,0,2,0,2.0,1
58416,0,0.0,77,1,0.228165269,9777.0,7,0,2,0,0.0,1
12126,0,0.067538998,39,0,0.197960408,5000.0,5,0,1,0,0.0,1
46548,0,0.163943747,47,0,0.3968813809999999,10773.0,16,0,2,0,1.0,1
149831,0,0.102112631,47,0,0.201690635,19400.0,13,0,2,0,3.0,1
149236,0,0.013342809,71,0,0.3188664789999999,3916.0,15,0,1,0,0.0,1
37363,0,0.9999999,60,0,0.0073860569999999,5550.0,1,0,0,0,1.0,1
87904,0,0.031978274,59,0,0.1984359729999999,4091.0,8,0,1,0,0.0,1
36441,0,0.4124907979999999,67,0,0.547675497,9700.0,17,0,2,0,2.0,1
121331,0,0.901819192,41,0,0.0411540089999999,4713.0,4,0,0,0,0.0,1
71548,1,0.9999999,30,0,0.20043494,2758.0,2,1,0,0,0.0,1
108787,1,0.486183794,49,2,0.2963518239999999,2000.0,7,0,0,1,0.0,1
10349,0,0.9999999,32,0,0.0,3000.0,0,0,0,0,0.0,1
