,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy,monthly_income
60932,0,0.015866138,69,1,1.7535580519999998,7,0,1,0,0.0,1,1334.0
52950,0,0.2511658889999999,33,0,0.016112444,4,0,0,0,0.0,1,2916.0
17323,0,0.0357301999999999,64,0,0.155834167,16,0,1,0,0.0,1,13000.0
26137,0,0.5694282099999999,66,0,0.8387332389999999,33,0,6,0,0.0,1,19166.0
140569,0,0.976808022,48,1,0.361383045,14,0,0,0,1.0,1,4800.0
148692,0,0.9999999,53,0,0.241344832,5,0,1,0,0.0,1,8000.0
88269,0,0.9999999,52,1,0.16922052,6,0,0,0,1.0,1,1500.0
125841,1,1.997429306,41,0,0.3279344129999999,6,0,0,1,3.0,1,5000.0
122501,1,0.9999999,46,0,0.2334357169999999,5,0,0,1,1.0,1,2278.0
106936,0,0.087731132,63,0,0.7386125869999999,16,0,3,0,0.0,1,6212.0
147962,0,0.837214309,50,0,0.603182752,12,0,1,0,1.0,1,3895.0
116463,0,0.115144036,48,0,0.457506071,9,0,2,0,0.0,1,7000.0
141784,0,0.93625498,38,0,0.244323342,1,1,0,0,2.0,1,1100.0
88783,0,0.9999999,39,0,0.142521167,1,0,0,0,0.0,1,2125.0
60112,0,0.033482312,38,0,0.257214269,8,0,1,0,0.0,1,4400.0
109871,0,0.7565696709999998,47,0,0.3734666059999999,7,0,0,0,1.0,1,2200.0
13149,0,0.547340436,36,0,0.563380282,8,0,0,0,1.0,1,2200.0
162,1,1.046279103,47,1,1.104301274,6,0,2,0,1.0,1,5416.0
148695,1,0.969635253,31,0,0.6761218319999999,8,0,2,0,1.0,1,4300.0
76648,0,0.374695078,52,0,0.6768916159999999,20,1,2,1,0.0,1,4400.0
37261,0,0.00319936,62,0,0.0,2,0,0,0,0.0,1,0.0
51787,0,0.100474596,50,0,0.1667359669999999,10,0,0,0,2.0,1,7214.0
77884,0,0.434842424,48,0,0.229601112,9,0,1,0,2.0,1,9350.0
105664,0,0.029484552,44,0,0.200854701,20,0,1,0,0.0,1,3041.0
51692,0,0.0,71,0,0.485247629,4,0,1,0,0.0,1,1897.0
130898,0,0.986027944,45,0,0.474679683,8,0,1,0,0.0,1,4916.0
84734,0,0.119887067,39,0,0.3535646439999999,16,0,3,0,4.0,1,10000.0
63492,0,0.3667583019999999,73,0,0.432124858,15,0,1,0,1.0,1,6150.0
52633,0,0.0330474579999999,58,0,1.354658137,17,0,2,0,1.0,1,2500.0
20684,0,0.193947624,50,0,0.4683801779999999,11,0,1,0,3.0,1,5407.0
58421,0,0.009523356,75,0,0.001638002,1,0,0,0,0.0,1,3662.0
127520,0,0.0017346499999999,32,0,1.463882889,11,0,3,0,0.0,1,4166.0
131228,0,0.278244539,55,0,0.4208812929999999,10,0,1,0,0.0,1,8600.0
137578,1,0.9999999,35,0,0.094345517,1,1,0,0,1.0,1,3200.0
56571,0,0.008438613,43,0,0.288198218,5,0,1,0,2.0,1,4600.0
137561,0,0.127035558,51,0,0.082412914,6,0,0,0,0.0,1,3530.0
27815,0,0.3430694049999999,65,0,0.17159519,8,0,2,0,0.0,1,19376.0
95293,0,0.201945633,64,0,0.1326806919999999,10,0,0,0,0.0,1,4800.0
12082,0,0.009128018,33,0,0.1626197369999999,8,0,1,0,2.0,1,8977.0
14627,0,0.4760590169999999,61,0,0.312009761,9,0,1,0,0.0,1,17210.0
47198,0,0.123314942,67,0,0.6757357019999999,6,0,1,0,1.0,1,1800.0
90059,0,0.37347224,84,0,0.353211009,13,0,0,0,1.0,1,8501.0
139360,0,0.0,62,0,0.349946162,18,0,0,0,2.0,1,6500.0
46541,0,0.0646623559999999,64,0,0.0089616809999999,2,0,0,0,0.0,1,3235.0
33197,0,0.200949763,39,0,0.25814837,2,0,1,0,0.0,1,5000.0
58704,0,0.0505556129999999,56,0,0.212582542,12,0,3,0,0.0,1,58000.0
62436,1,0.7041183529999999,65,0,0.285747501,4,0,0,0,0.0,1,4300.0
51135,0,0.7002363209999999,33,1,0.116387005,6,0,0,0,0.0,1,2800.0
29446,0,0.9999999,28,0,0.1142585099999999,2,0,0,0,1.0,1,4200.0
14325,0,0.530493901,83,0,0.6086956519999999,4,0,1,0,0.0,1,2000.0
86466,1,1.264889629,60,3,0.29589372,7,4,1,1,0.0,1,5795.0
37111,0,0.3540179439999999,52,1,0.400163094,16,0,3,1,1.0,1,8583.0
142170,1,0.633098852,43,1,0.451544447,6,1,2,2,2.0,1,4240.0
75225,0,0.845158399,50,0,0.267676046,7,0,0,0,0.0,1,7000.0
19158,0,0.8653777059999997,61,0,1.333410245,11,0,1,0,0.0,1,4333.0
104404,0,0.133232191,63,0,0.277386817,13,0,2,0,0.0,1,8525.0
144838,0,0.254642261,54,0,0.998345056,12,0,1,0,2.0,1,2416.0
74480,0,0.6710605349999998,51,1,0.811453889,9,0,1,0,4.0,1,6093.0
44128,0,0.079021829,50,0,0.3770889869999999,13,0,3,0,2.0,1,7000.0
18437,0,0.254273375,82,0,0.377517498,19,0,1,0,0.0,1,7000.0
140009,0,0.398573428,37,0,0.0937962479999999,4,0,1,0,0.0,1,25000.0
58835,1,0.9999999,62,0,0.051260737,1,3,0,1,1.0,1,3608.0
86147,0,0.6915842390000001,42,0,0.151801406,3,0,0,0,2.0,1,4551.0
10478,0,0.1952261909999999,27,1,0.0892547659999999,5,0,0,0,0.0,1,5769.0
40933,0,0.550561798,27,0,0.0025994799999999,2,0,0,0,0.0,1,5000.0
131162,0,0.041304408,41,0,0.411967689,17,0,3,1,2.0,1,12750.0
40537,0,0.042378934,36,0,0.3118328069999999,4,0,1,0,0.0,1,6650.0
127334,0,0.019345924,77,0,0.2029492629999999,10,0,1,0,0.0,1,4000.0
60689,0,0.19649219,61,0,0.262934266,12,0,0,0,0.0,1,4000.0
37402,0,0.3938087539999999,62,0,0.3411059289999999,3,0,0,0,0.0,1,1500.0
57729,1,0.307455803,27,0,0.0693500829999999,13,1,0,1,0.0,1,7800.0
70455,0,0.215020821,68,0,0.311189103,14,0,1,0,0.0,1,11966.0
85,0,0.0,58,0,0.316144874,9,0,1,0,1.0,1,4886.0
141231,0,1.25e-05,69,0,0.112791592,7,0,0,0,0.0,1,3900.0
85197,0,0.126386356,82,0,2.151878497,22,0,2,0,0.0,1,1250.0
108456,0,0.277517114,45,0,0.177758319,3,0,0,0,0.0,1,2283.0
143557,0,0.0,37,0,0.356586522,4,0,1,0,2.0,1,8858.0
120977,0,0.0463046579999999,61,0,0.258323452,15,0,2,0,0.0,1,10962.0
89127,0,0.107759257,48,0,0.219403814,4,0,1,0,3.0,1,5400.0
47013,0,0.984116338,29,0,0.3427762039999999,4,0,0,0,3.0,1,6000.0
75610,0,0.5621520389999999,49,0,0.494856146,11,0,0,0,1.0,1,5734.0
62239,0,0.046597458,70,0,0.227267042,12,0,2,0,0.0,1,7994.0
26665,0,0.1468099599999999,46,0,0.357257633,10,0,4,0,2.0,1,5600.0
28316,0,0.341886426,52,0,0.4033160619999999,14,0,2,0,0.0,1,9649.0
8651,0,0.8133400959999999,34,0,1.423288356,7,0,2,0,2.0,1,2000.0
2080,0,0.0,51,0,0.0731102849999999,8,0,0,0,2.0,1,4034.0
96181,1,0.944315877,63,1,0.2583679349999999,5,0,1,0,0.0,1,11800.0
46459,0,0.0,40,0,0.400912566,7,0,2,0,1.0,1,8108.0
24268,0,0.520126485,42,0,0.5957720329999999,7,0,1,0,1.0,1,7000.0
11740,0,0.00128297,32,0,0.274788703,14,0,0,1,0.0,1,4850.0
27074,0,0.449551682,38,0,0.3062966919999999,11,0,2,0,3.0,1,6558.0
103571,0,0.99488041,47,0,0.51346557,13,0,1,1,0.0,1,6200.0
148941,0,0.996949411,38,1,0.38394312,8,1,0,2,2.0,1,6750.0
27111,0,0.0081745099999999,52,0,0.3763896239999999,14,0,3,0,1.0,1,5666.0
51457,0,0.000526311,48,1,0.6864209049999999,24,0,3,0,3.0,1,15000.0
123551,0,0.032801231,71,0,0.93132154,14,0,2,0,1.0,1,4804.0
41197,0,0.3987177849999999,71,0,0.722515723,14,0,1,0,0.0,1,3974.0
105237,0,0.180283239,34,0,0.3059235189999999,10,0,1,0,0.0,1,4000.0
42488,0,0.7385593219999999,32,2,0.0134175219999999,2,0,0,1,0.0,1,3800.0
137706,0,0.7798690449999999,44,0,0.6734752179999999,11,0,1,0,3.0,1,7000.0
50052,0,0.0539268259999999,45,0,1834.0,14,0,1,0,2.0,1,0.0
62951,0,0.35249753,40,0,0.1611521069999999,9,0,0,0,1.0,1,4200.0
53637,0,0.9999999,47,4,0.40063742,4,0,1,1,2.0,1,5333.0
66734,0,0.0,43,0,0.2089552239999999,6,0,1,0,1.0,1,13600.0
124519,1,0.0839676609999999,62,0,0.258471017,15,1,1,0,1.0,1,3570.0
42801,0,0.106121513,55,0,0.495267298,8,0,1,0,1.0,1,7500.0
22886,1,0.797666788,28,0,0.287599602,6,0,0,0,0.0,1,4015.0
12990,0,0.0,42,0,0.854858057,5,0,2,0,0.0,1,2500.0
82834,0,0.088799922,47,0,0.8962006909999999,14,0,1,0,0.0,1,5500.0
32848,0,0.1990444979999999,70,0,0.123859192,6,0,1,0,0.0,1,2300.0
6917,0,0.049167328,58,0,0.0016665279999999,7,0,0,0,0.0,1,12000.0
23752,0,0.3526103079999999,40,0,253.0,4,0,0,0,0.0,1,0.0
52339,0,0.005748274,35,0,0.446221511,15,0,2,0,3.0,1,2500.0
5041,0,0.104919353,68,0,0.3121806939999999,6,0,1,0,1.0,1,3718.0
98849,0,0.9999999,85,0,0.100239936,3,0,0,0,0.0,1,3750.0
92022,0,0.938709153,32,1,0.243367935,7,0,0,1,0.0,1,2600.0
7286,0,0.0,50,2,0.704372482,15,0,2,0,2.0,1,6700.0
30382,0,0.0011596919999999,55,0,0.3721931139999999,18,0,1,0,0.0,1,5343.0
55132,0,0.0918056,43,0,0.36958656,20,0,1,0,2.0,1,9166.0
25266,0,0.046483411,65,0,0.3995680349999999,8,0,1,0,0.0,1,2314.0
69713,0,0.317351718,53,0,0.861538462,6,0,2,0,1.0,1,2339.0
60091,0,0.010790363,56,1,0.484567901,7,0,2,0,0.0,1,2267.0
145464,0,0.055399824,53,0,0.436912617,6,0,1,0,1.0,1,5000.0
117417,0,0.08080745,37,0,0.319229555,7,0,1,0,2.0,1,6333.0
121090,0,0.483726719,55,0,0.4897079939999999,16,0,1,0,2.0,1,6266.0
112936,0,0.4903860939999999,60,2,0.569323862,7,0,1,0,1.0,1,3800.0
82725,0,0.427703946,54,0,3557.0,9,0,1,0,0.0,1,0.0
148,0,0.54699881,50,0,0.7480719790000002,9,0,2,0,3.0,1,3500.0
103590,0,0.9999999,33,0,0.0,0,0,0,0,0.0,1,2500.0
62517,0,0.0,35,0,0.185227273,7,0,0,0,0.0,1,4399.0
26874,0,0.421593361,75,0,0.438261502,12,0,1,0,1.0,1,5498.0
79956,0,0.048600835,68,0,0.278777492,11,0,1,0,0.0,1,3500.0
117450,0,0.067215674,31,0,0.651813767,12,0,1,0,0.0,1,3500.0
78743,1,0.917880482,52,5,0.538576904,10,0,1,3,0.0,1,6000.0
95950,0,0.01113097,72,0,0.1606143019999999,8,0,1,0,3.0,1,6250.0
55296,0,0.779149167,69,0,0.572652624,4,0,0,0,0.0,1,2800.0
141985,1,0.92161148,42,3,0.180699989,13,1,0,2,0.0,1,8942.0
92236,0,0.172070305,47,0,0.928517871,16,0,3,0,0.0,1,4000.0
652,0,0.0,49,0,0.62273579,10,0,1,0,1.0,1,1600.0
27759,0,0.0358210729999999,54,0,0.228049265,7,0,1,0,0.0,1,7550.0
128977,0,0.8432164319999998,56,1,0.4484746239999999,15,1,3,0,1.0,1,7112.0
91190,0,0.959969428,46,0,0.45503692,8,0,1,0,3.0,1,7583.0
145611,0,0.3175094299999999,62,0,0.7446546690000001,20,0,1,0,0.0,1,6500.0
89799,0,0.13942872,39,0,0.0256565659999999,4,0,0,0,1.0,1,4949.0
125311,0,0.992859183,30,0,0.636136553,9,0,0,0,0.0,1,1200.0
50042,0,0.432532348,43,0,0.7089403029999999,17,0,1,0,1.0,1,3500.0
70121,0,0.080781212,54,0,0.469012395,14,0,1,0,0.0,1,2500.0
11121,0,0.008373953,40,0,0.1887922499999999,11,0,3,0,0.0,1,19200.0
128838,1,0.2958296069999999,30,0,1.231256248,14,0,2,0,0.0,1,3000.0
28146,0,0.304067837,52,0,0.306615564,9,0,3,0,1.0,1,6000.0
124986,0,0.082341374,51,0,0.255289337,10,0,2,0,2.0,1,7136.0
119051,0,0.0882864619999999,82,0,0.0511863499999999,11,0,0,0,0.0,1,3750.0
64276,0,0.9999999,25,0,0.1677344209999999,2,0,0,0,0.0,1,1716.0
51226,0,0.0377892199999999,41,0,0.339136572,7,0,3,0,5.0,1,8500.0
33663,0,0.240858022,60,1,0.758747084,9,0,1,0,0.0,1,3000.0
94333,0,0.0264295389999999,73,0,0.289274506,14,0,2,0,0.0,1,5416.0
31390,0,0.942157408,48,0,0.55629612,12,0,1,0,2.0,1,4200.0
123432,0,0.0,67,1,0.1780422639999999,6,0,2,0,0.0,1,12350.0
58509,0,0.870967742,50,0,0.296361399,12,0,1,0,0.0,1,11377.0
45933,0,0.076923077,46,0,0.77972028,9,0,1,0,1.0,1,2001.0
80118,0,0.612351368,36,0,0.3056597039999999,12,0,0,0,0.0,1,5600.0
61458,0,0.4257594559999999,57,0,0.519461516,26,0,2,0,0.0,1,6833.0
109837,0,0.6438511489999998,39,1,0.4562543749999999,14,0,2,0,3.0,1,10000.0
123677,0,0.0016999719999999,61,0,0.363256785,9,0,2,0,1.0,1,9100.0
133509,0,0.0003246699999999,58,0,0.384769205,21,0,1,0,2.0,1,6000.0
72577,0,0.0,43,0,0.377931285,4,0,1,0,4.0,1,5500.0
118793,0,0.9999999,56,0,0.527893422,2,0,0,0,0.0,1,1200.0
125985,0,0.130084996,57,1,0.169317348,8,0,0,0,1.0,1,4086.0
94079,0,0.211740591,61,0,0.132897342,11,0,1,0,0.0,1,16666.0
107022,0,0.0059918219999999,77,0,0.4080543429999999,19,0,2,0,1.0,1,6182.0
118825,0,0.3940560799999999,48,1,0.6704248039999999,11,0,1,0,0.0,1,4966.0
66361,0,0.008312566,50,0,0.488335024,10,0,2,0,0.0,1,6900.0
77774,0,0.2862015589999999,62,1,0.5253535209999999,12,1,2,0,0.0,1,7000.0
25890,0,0.130569913,31,1,0.508994004,12,0,1,0,0.0,1,1500.0
62456,0,0.9999999,40,1,0.139956264,9,1,0,0,0.0,1,3200.0
94872,0,0.515082495,29,0,0.248725517,6,0,0,0,0.0,1,3726.0
118380,1,0.626672548,39,1,0.516138246,8,0,2,0,4.0,1,3500.0
145155,0,0.9999999,55,0,0.0002307339999999,0,0,0,0,0.0,1,4333.0
5611,0,0.0,44,0,0.39865705,6,0,1,0,0.0,1,8041.0
27020,0,0.614804314,40,1,0.7086723559999998,13,0,1,0,2.0,1,5038.0
97845,0,0.0156754689999999,80,0,0.0609105179999999,13,0,0,0,0.0,1,6369.0
10269,0,0.4638847079999999,63,0,1.085673658,22,0,2,0,0.0,1,5625.0
142108,0,0.021936277,61,0,0.005999314,5,0,0,0,2.0,1,5833.0
70746,0,0.002068906,56,0,0.021772939,3,0,0,0,0.0,1,4500.0
80252,0,0.9999999,38,0,0.0,0,0,0,0,2.0,1,4000.0
100530,0,0.009045518,55,0,0.2738249899999999,10,0,2,0,1.0,1,13084.0
115943,0,0.927556569,26,0,0.1542392569999999,5,0,0,0,2.0,1,4304.0
111734,1,1.139534884,25,1,0.3606729759999999,2,0,0,0,0.0,1,950.0
65253,0,0.040560524,32,0,0.005664778,3,0,0,0,0.0,1,3000.0
81709,0,0.08194537,22,0,0.0032258059999999,3,0,0,0,0.0,1,929.0
12883,0,0.053344394,86,0,0.0157058719999999,7,0,0,0,0.0,1,5602.0
46330,0,1.5009980040000002,40,1,0.4814985059999999,4,2,1,0,1.0,1,4350.0
71837,0,0.4436569329999999,43,0,0.589345172,14,0,2,0,2.0,1,5405.0
21066,0,0.0332971859999999,70,0,0.473914402,14,0,1,0,1.0,1,3200.0
131047,0,0.0013999069999999,31,0,0.012818886,3,0,0,0,2.0,1,7878.0
47979,0,0.008395658,66,0,0.004994163,4,0,0,0,0.0,1,15417.0
85890,0,0.5938020659999999,39,0,0.255641245,6,0,1,1,1.0,1,3500.0
113410,0,0.13702934,71,0,0.958534771,11,0,2,0,1.0,1,5377.0
21665,0,0.067499294,53,0,0.5194665099999999,18,0,2,0,0.0,1,10196.0
90020,0,0.8600699649999999,69,0,0.116110486,6,0,1,0,4.0,1,8000.0
103463,0,0.040086547,55,0,0.3791380389999999,11,0,1,0,0.0,1,1600.0
21272,0,0.0,58,0,0.294682127,11,0,1,0,2.0,1,2500.0
116475,0,0.540116299,66,0,0.496417264,8,0,3,0,0.0,1,6000.0
52953,1,0.9999999,53,3,0.293630017,4,1,0,0,1.0,1,4583.0
80521,1,0.9999999,27,1,0.0797872339999999,0,1,0,1,1.0,1,2819.0
87522,0,0.0,42,0,0.53543657,8,0,2,0,0.0,1,4500.0
56000,0,0.7077427729999999,40,0,0.381984241,11,0,1,0,3.0,1,5583.0
67999,0,0.0501287919999999,75,0,0.25586046,21,0,1,0,1.0,1,9000.0
48737,0,0.011771092,64,0,0.265367316,3,0,0,0,0.0,1,1333.0
73286,1,1.026906645,46,1,0.7441300419999999,13,1,3,1,2.0,1,4982.0
11015,0,0.0193441609999999,71,0,0.144454677,5,0,1,0,0.0,1,7600.0
133321,0,0.073757402,71,0,0.114230862,5,0,1,0,0.0,1,8333.0
68498,0,0.0,50,0,0.187656931,5,0,1,0,1.0,1,7566.0
140597,0,0.0156485739999999,81,0,0.0008666089999999,7,0,0,0,0.0,1,15000.0
5392,0,0.778959395,29,0,0.687366167,11,0,0,0,0.0,1,1400.0
106729,0,0.042636637,65,0,0.5668630599999999,9,0,5,0,0.0,1,5600.0
36358,0,0.062197927,74,0,0.249821454,8,0,1,0,0.0,1,7000.0
149338,0,0.025862288,62,0,0.005086827,6,0,0,0,1.0,1,5700.0
6541,0,0.158470983,53,0,0.339694656,9,0,1,2,0.0,1,3667.0
49779,0,0.0672966349999999,65,0,0.231401671,5,0,1,0,0.0,1,7540.0
68816,0,0.200618328,51,0,0.5303674079999999,18,0,1,1,1.0,1,4000.0
135272,0,0.8617782569999999,40,3,0.292902366,6,0,0,0,1.0,1,3000.0
117567,0,0.9999999,25,1,0.001142531,1,0,0,0,0.0,1,3500.0
54772,0,0.1448344819999999,63,0,0.178905688,12,0,1,0,0.0,1,16667.0
68631,0,0.0277979099999999,67,0,0.6499739179999999,15,0,1,0,0.0,1,1916.0
120256,0,0.117946728,60,0,0.4485001220000001,25,0,4,0,0.0,1,12300.0
38190,0,0.625477836,75,1,0.395636951,12,0,1,1,0.0,1,3712.0
2137,0,0.441839763,42,0,0.2554212739999999,7,0,2,0,2.0,1,11666.0
61208,0,0.0,46,0,0.4624608009999999,10,0,1,0,3.0,1,5420.0
146972,0,0.335660612,33,0,0.227803146,8,0,1,0,5.0,1,7883.0
143613,0,0.0067135169999999,43,0,0.372570194,9,0,1,0,2.0,1,8333.0
33136,0,0.782220635,59,1,0.131583646,5,0,1,0,0.0,1,5600.0
128827,0,0.047977743,40,0,0.2584791149999999,8,0,2,0,0.0,1,5601.0
21450,0,0.0553559799999999,59,1,0.205774029,9,0,1,0,1.0,1,8416.0
10194,0,0.004454617,83,0,0.00184604,6,0,0,0,0.0,1,5416.0
44496,0,0.505954004,44,0,0.152918688,5,0,0,0,2.0,1,6800.0
68329,0,0.0058997049999999,41,0,0.185134362,6,0,2,0,0.0,1,8744.0
129318,0,0.2970200849999999,56,0,0.520814694,10,0,4,0,2.0,1,19000.0
100616,0,0.534286482,43,1,0.3481095179999999,9,0,0,0,0.0,1,2300.0
149374,0,0.027130787,65,0,0.148642568,10,0,1,0,2.0,1,20000.0
122822,0,0.945023096,42,0,0.562820859,9,0,1,0,0.0,1,3700.0
98285,0,0.013058698,48,0,0.270639354,15,0,2,0,4.0,1,8054.0
90240,0,0.0013799159999999,60,0,0.149889434,17,0,1,0,1.0,1,10400.0
130969,0,0.217051299,68,0,0.6891956209999999,11,0,1,0,0.0,1,2100.0
111479,0,0.1027289599999999,52,0,2.174129353,14,0,0,0,3.0,1,200.0
60868,0,1.0164797209999998,45,3,0.51545585,9,0,0,0,1.0,1,7666.0
133939,0,0.119883523,70,0,0.030440709,4,0,0,0,0.0,1,2200.0
84145,1,0.1397757299999999,38,1,0.2652136649999999,4,0,1,0,0.0,1,8166.0
131178,0,0.0448162699999999,59,0,0.2231851209999999,16,0,1,0,0.0,1,15000.0
109567,1,0.891751452,67,0,0.39271017,3,0,0,0,0.0,1,1700.0
146358,0,0.0268832989999999,52,0,0.194383954,5,0,1,0,0.0,1,8724.0
123688,0,0.565428971,46,0,0.4755902870000001,9,0,3,0,4.0,1,11900.0
36922,0,0.065386865,67,0,3.489351065,29,0,18,0,0.0,1,10000.0
56917,0,0.968874395,42,0,0.356814701,8,0,0,0,0.0,1,3264.0
34815,0,0.366531651,59,0,0.2033267129999999,10,0,1,0,3.0,1,12083.0
60627,0,0.394263801,35,1,0.166825208,12,0,0,0,3.0,1,8409.0
38488,0,0.0,51,0,0.826970749,12,0,3,0,2.0,1,6050.0
130039,1,0.408084559,51,0,0.23068625,10,0,0,0,1.0,1,12050.0
149988,0,0.902050553,31,1,0.3479244279999999,10,0,1,0,0.0,1,7515.0
117819,0,0.257650302,53,0,0.4619404679999999,20,0,0,0,0.0,1,4400.0
20991,0,0.4745000070000001,50,0,0.3936562579999999,16,0,2,0,3.0,1,12200.0
104959,0,0.245206466,67,0,0.5805471119999999,5,0,1,0,0.0,1,1973.0
44325,0,0.45410306,70,1,0.5707146429999999,8,0,1,0,0.0,1,2000.0
74026,0,0.050699962,41,0,0.4846288429999999,7,0,2,0,0.0,1,4000.0
20633,0,0.0173225439999999,73,0,0.003554766,6,0,0,0,1.0,1,4500.0
139602,0,0.085706913,67,1,0.6409249559999999,5,0,2,0,0.0,1,4583.0
133126,0,0.371738581,66,0,0.169798506,6,0,0,0,0.0,1,13250.0
9978,0,0.1356016949999999,59,4,0.872020895,8,0,2,0,0.0,1,6125.0
92296,0,0.9999999,61,0,0.006907835,0,0,0,0,1.0,1,5500.0
53083,0,0.037992402,73,0,0.002163566,1,0,0,0,0.0,1,2310.0
49928,0,0.9809260110000002,41,2,0.3837515759999999,5,0,1,0,1.0,1,8726.0
59568,0,0.292632953,63,0,0.425328131,11,0,1,0,1.0,1,5637.0
17466,0,0.9999999,39,0,0.1205758849999999,4,0,1,0,0.0,1,5000.0
131856,0,0.152258328,48,0,0.031193761,4,0,0,0,1.0,1,5000.0
118452,0,0.420502038,51,0,0.064102564,5,0,0,0,2.0,1,8735.0
27974,0,0.9999999,57,0,0.4337268129999999,2,0,2,0,0.0,1,2964.0
120970,0,0.265746651,38,0,0.090965905,4,0,1,0,0.0,1,14400.0
75716,0,0.483083217,54,0,0.4182417199999999,12,0,1,0,0.0,1,5766.0
57719,0,0.9999999,58,0,0.3107960739999999,1,0,0,0,0.0,1,1833.0
36814,0,0.0989656029999999,65,0,0.0535912159999999,6,0,0,0,0.0,1,9926.0
45228,0,0.927820019,37,2,0.4681734320000001,7,0,2,0,2.0,1,6503.0
104133,0,0.0532386509999999,80,0,0.018958483,7,0,0,0,1.0,1,4166.0
67616,0,0.013527422,26,0,0.159868026,8,0,1,0,0.0,1,3333.0
106874,0,0.564960424,63,0,0.278651602,30,0,2,0,0.0,1,27083.0
71816,0,0.061686215,57,0,0.292212654,9,0,1,0,1.0,1,5341.0
143441,0,0.457671284,47,0,0.306542902,19,0,3,0,0.0,1,8833.0
56759,0,0.925767309,39,0,0.2772619299999999,13,0,0,0,2.0,1,4630.0
10844,0,0.196428805,66,0,0.211789353,11,0,1,0,5.0,1,10500.0
20963,0,0.824933687,58,0,0.4270208509999999,4,0,1,1,0.0,1,3500.0
139622,0,0.389059664,59,0,0.618587117,12,0,1,0,1.0,1,6100.0
115583,0,0.9999999,40,2,0.566440349,9,0,3,1,1.0,1,6185.0
121361,0,0.000199774,77,0,0.33921509,10,0,1,0,0.0,1,3286.0
20281,0,0.532011842,44,0,0.6046432809999999,14,0,1,0,2.0,1,5900.0
123263,0,0.054102491,71,0,0.2651734829999999,6,0,3,0,1.0,1,10000.0
119545,0,0.002229421,66,0,0.522492502,11,0,1,0,0.0,1,3000.0
29326,1,0.0,86,1,0.0829834029999999,12,1,0,0,0.0,1,5000.0
51717,0,0.6549707599999999,42,0,0.5062987399999999,12,0,0,0,0.0,1,3333.0
66114,0,0.5302103779999999,43,0,0.0890975559999999,10,0,0,0,2.0,1,13950.0
123539,0,0.0485677769999999,50,0,0.0024109299999999,3,0,0,0,0.0,1,7465.0
127381,0,0.041323967,62,2,0.098191651,5,0,1,0,0.0,1,5916.0
25052,0,0.115809089,35,0,0.0872125319999999,8,0,0,0,8.0,1,9000.0
30158,0,0.157873066,44,0,0.592198582,9,0,2,0,2.0,1,2255.0
108532,0,0.035287722,59,0,0.368322399,8,0,0,0,0.0,1,3200.0
19897,0,0.144335176,65,0,0.335056304,12,0,2,0,0.0,1,10833.0
66748,0,0.0047651669999999,65,0,0.1890690959999999,13,0,1,0,0.0,1,4500.0
149453,0,0.0095088729999999,69,0,0.008973209,8,0,1,0,0.0,1,7800.0
16822,0,0.234471335,58,0,0.2890273449999999,7,0,0,0,1.0,1,2888.0
101569,0,0.2491890609999999,63,0,0.493305545,18,0,2,0,1.0,1,15833.0
41704,1,0.402410463,53,2,0.3629092729999999,15,0,2,1,0.0,1,4000.0
48030,0,0.0023076329999999,63,0,0.278023771,6,0,2,0,0.0,1,4290.0
26520,0,0.172877966,36,0,0.720563972,9,0,2,0,0.0,1,6666.0
89270,0,0.029936859,73,0,3293.0,20,0,3,0,0.0,1,0.0
85255,0,0.9999999,26,0,0.1939030479999999,1,3,0,1,0.0,1,2000.0
35974,0,0.9999999,68,0,1557.0,2,0,1,0,0.0,1,0.0
1028,0,0.1490378869999999,44,0,0.2887256469999999,8,0,1,0,1.0,1,3130.0
18330,0,0.676783719,40,0,0.332632317,12,0,0,0,0.0,1,2852.0
50604,0,0.0256678639999999,47,0,0.307969203,12,0,2,0,0.0,1,10000.0
32409,0,0.233301655,71,0,0.2041768499999999,11,0,1,0,0.0,1,4500.0
29620,0,0.071514769,67,0,0.0808564029999999,24,0,0,0,2.0,1,12750.0
95711,0,0.0,44,1,0.0556481169999999,4,0,0,0,0.0,1,3000.0
98917,1,0.989600416,62,4,1.247322066,8,0,1,0,0.0,1,4200.0
15940,0,0.93513199,50,0,0.4564638779999999,9,0,1,0,1.0,1,5259.0
113418,0,0.0444572329999999,30,0,0.1540922419999999,7,0,0,0,0.0,1,3750.0
113496,0,0.0997261849999999,46,0,0.0770512289999999,4,0,0,0,1.0,1,2400.0
32727,0,0.0971461369999999,75,0,0.261469265,20,0,1,0,0.0,1,3334.0
129490,0,0.1046372099999999,47,0,1215.0,4,0,1,0,3.0,1,1.0
111184,0,0.8185248069999999,41,2,0.159680977,8,0,1,0,2.0,1,5892.0
25748,0,0.01814079,58,0,0.228461923,5,0,1,0,1.0,1,6000.0
54065,0,0.008718846,83,0,0.005289929,11,0,0,0,0.0,1,4914.0
87770,0,0.018544166,49,0,0.215068854,11,0,1,0,2.0,1,11400.0
141724,0,0.0558652219999999,78,0,0.022564981,5,0,0,0,0.0,1,3500.0
101816,0,0.621359466,42,0,0.283227476,2,0,0,0,2.0,1,4250.0
